-2.236067977499789450e+01,-5.601350283636972563e+03,-3.905078687584756153e+03,-6.614289077444355769e+01,-4.418470323539578004e+01,-4.391637507809578267e+01,-4.377335617025502142e+04,-1.198532435939888785e+01,-1.100145444929896854e+01,-6.747111515307861964e+02,-1.154797178683243146e+02,-2.341082957667347557e+02
0.000000000000000000e+00,3.227479666860815541e+03,8.524081792221119258e+01,4.670827257190159898e-01,5.019396455487804554e-01,-1.137110184669083424e-01,2.263375994279776648e+01,-5.917930388877706838e-02,-8.560859510193010724e-01,-3.547659840451000690e-02,-2.872903720563269925e+00,-8.427494892269720150e-01
0.000000000000000000e+00,0.000000000000000000e+00,-1.665868991355655453e+03,1.632795388035781503e+00,5.626836834430470891e-02,-1.026679407149604151e+00,4.487020945457813070e+01,7.891028844097647266e-03,-1.280915776678817064e-01,1.336587426266066814e+01,2.104097673347665953e+00,-1.167760912897527348e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.214395453188895857e+01,1.052462976717826848e+00,-2.169449887230514018e-01,-2.264339597459452591e+01,-1.950835635000009449e-01,-1.537150723571450994e-01,1.764416281712338730e+01,8.791987526078548498e-02,-5.669453045700773686e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.828521840573933233e+01,7.158146814324657381e-01,1.010686418314391588e+01,4.010573560471189514e-01,2.459532883173587425e-01,-1.338698273234385105e+01,8.176449576595841151e-01,9.942956151423359756e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.788087087960001043e+01,-3.933622806308293463e+01,-3.534485045731103892e-01,5.358944843509860778e-01,1.995088254564981867e+01,-1.344335256349356911e+00,-3.258056858269448242e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.898643923429169718e+02,-1.932070833334653681e-02,-6.790361047430464314e-01,-1.192429954490024313e+00,5.030196984378882963e-01,-1.658092283094011243e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.113661671275940890e+01,9.749809201840893280e-01,8.431641973043044302e+00,-1.134526787641413570e+00,-4.478108890940785791e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.106506788610303005e+01,-1.912366951035660012e+00,5.732440065703100274e+00,-1.387135839708711060e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.565160365769532405e+02,-1.811353451390003588e+00,-5.925049503771964154e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.332621815680307975e+01,8.020370621704799419e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.224311895842978402e+02
